date,pd_gbm,pd_jump,sigma_A_total,sigma_diffusive
2022-07-29 04:00:00,1.09694502200528e-24,0.0,0.2843680994919824,0.26374403737909136
2022-08-30 04:00:00,3.6319184798600724e-23,0.0,0.2881759790819241,0.2678452840058363
2022-10-28 04:00:00,1.4410657359615542e-18,0.0,0.3128852580385184,0.29426669186670074
2022-11-29 05:00:00,2.72024739550389e-17,0.0,0.3274145645769875,0.309670790261981
2022-12-30 05:00:00,6.385208532212932e-17,0.0,0.3310281007503365,0.31348892281979673
2023-01-30 05:00:00,6.863765273754311e-17,0.0,0.3326680640269579,0.31522014857522307
2023-02-27 05:00:00,2.567554726500629e-17,0.0,0.3317545369627243,0.3142559053378204
2023-03-30 04:00:00,7.538427767223098e-19,0.0,0.3301635000202451,0.3125758115881008
2023-04-28 04:00:00,7.091939138416344e-20,0.0,0.3289035088695677,0.311244629497531
2023-05-30 04:00:00,1.747511524869449e-22,0.0,0.3154237358972019,0.2969643655587137
2023-06-29 04:00:00,5.8321621244412165e-24,0.0,0.3060678603194343,0.2870073803316881
2023-07-28 04:00:00,5.992026317780207e-24,0.0,0.3016953259551588,0.2823398146693644
2023-08-30 04:00:00,2.0740142097153645e-24,0.0,0.2962462739458599,0.27650959489888777
2023-09-29 04:00:00,8.302792914823707e-25,0.0,0.2900701565353254,0.26988219088478166
2023-10-30 04:00:00,1.8869522583453764e-29,0.0,0.2705542166722491,0.24878763113039976
2023-11-29 05:00:00,4.994564421962247e-36,0.0,0.2524493308386599,0.2289680455548955
2023-12-29 05:00:00,1.0712250975569858e-39,0.0,0.2395422509697227,0.2146536541593997
2024-01-30 05:00:00,7.481062013390197e-46,0.0,0.227891058538787,0.2015689356182405
2024-02-28 05:00:00,1.522513921274098e-50,0.0,0.2167296746681616,0.1888582884760653
2024-03-28 04:00:00,2.3526128904837803e-53,0.0,0.2127290897500498,0.1842535396409694
2024-04-29 04:00:00,3.733206804440017e-59,0.0,0.1991299504881183,0.1683699451379075
2024-05-30 04:00:00,4.3871576369147065e-59,0.0,0.2011432961866704,0.17074638164593753
2024-06-28 04:00:00,4.6180392926682386e-66,0.0,0.1941464495433973,0.16244551429525056
2024-07-30 04:00:00,9.830192822605678e-62,0.0,0.1887356028718695,0.1559385424959127
2024-08-30 04:00:00,1.8965611810039762e-60,0.0,0.1900891933529994,0.15757411803318314
2024-09-27 04:00:00,6.849977064814188e-62,0.0,0.1892783066558502,0.1565949507961467
2024-10-30 04:00:00,8.63795772689112e-69,0.0,0.1798868081896441,0.14510329081381768
2024-11-29 05:00:00,3.4384140191661074e-62,0.0,0.1883147900640042,0.15542895933895817
2024-12-30 05:00:00,4.6081272813353076e-60,0.0,0.1918886479027318,0.15974027181108752
2025-01-30 05:00:00,9.445602664882461e-51,0.0,0.2077375536050827,0.17846734273296655
2025-02-27 05:00:00,2.1863075855747625e-51,0.0,0.2030514366285029,0.172990136022955
2025-03-28 04:00:00,1.0038349993284266e-48,0.0,0.2063982361339529,0.17690656608376218
2025-04-29 04:00:00,1.8203511251556795e-38,0.0,0.2360700971188966,0.21077189565515325
2025-05-30 04:00:00,5.938459830076402e-39,0.0,0.2459142760320031,0.22174204021945357
2025-06-27 04:00:00,2.6142200184964273e-41,0.0,0.2438007144166988,0.21939573741172425
2025-07-30 04:00:00,1.3950682219546977e-42,0.0,0.235775972822127,0.21044241636267608
2025-08-29 04:00:00,4.6214116682901506e-42,0.0,0.2364961137789629,0.21124893627399335
2025-09-29 04:00:00,7.977627719047317e-43,0.0,0.23538154293763,0.2100004095235076
2025-10-30 04:00:00,1.3351449289556619e-42,0.0,0.2375062837743981,0.21237922703660655
2025-11-28 05:00:00,5.843027259394443e-43,0.0,0.2320318742195753,0.20623891945554398
2025-12-30 05:00:00,3.017697035949801e-43,0.0,0.2306005956606443,0.20462730991582112
2026-01-30 05:00:00,1.360995299014747e-34,0.0,0.2492942046597951,0.22548459309075053
2026-02-27 05:00:00,8.417714270051848e-32,0.0,0.2533597463654926,0.22997143805857342
2026-03-30 04:00:00,6.562641575990478e-31,0.0,0.2499011521156943,0.2261554489131158
2026-04-29 04:00:00,1.294035191880223e-38,0.0,0.2346360139515153,0.20916443361001225
2026-05-29 04:00:00,1.1742429104552362e-39,0.0,0.2357890273813424,0.21045704235729668
2026-06-29 04:00:00,5.407510581686955e-30,0.0,0.2562009384956424,0.23309788100793513
