date,pd_gbm,pd_jump,sigma_A_total,sigma_diffusive
2022-10-28 04:00:00,0.0029310849462533,0.00404,0.2694071870834358,0.18734847176261826
2022-11-29 05:00:00,0.0027927525003378,0.00419,0.2504564178647958,0.15889504293477627
2022-12-30 05:00:00,0.0023368684988668,0.00356,0.2599961907709159,0.17354318377558275
2023-01-30 05:00:00,0.0013962611836574,0.002025,0.2800539645524976,0.20235968096720938
2023-02-27 05:00:00,0.0014145581469567,0.00199,0.2938599185203988,0.221072090351529
2023-03-30 04:00:00,0.0012651193507923,0.001825,0.2789059987249731,0.20076795945656745
2023-04-28 04:00:00,0.0015313340372682,0.002285,0.2712365295826958,0.18996966178746488
2023-05-30 04:00:00,0.0022164436737019,0.00364,0.2413780283248899,0.14416161062360028
2023-06-29 04:00:00,0.001267006831431,0.002355,0.2414302395380459,0.1442490138024431
2023-07-28 04:00:00,0.0008842468822221,0.00193,0.2315292873585638,0.12698436251894799
2023-08-30 04:00:00,0.001418319596241,0.003155,0.2165288009036318,0.09697390907014015
2023-09-29 04:00:00,0.0022265563281399,0.005705,0.1950913146924334,0.05
2023-10-30 04:00:00,0.0022102934581828,0.00457,0.2078528830898008,0.07564415660394128
2023-11-29 05:00:00,0.0019951735820883,0.003665,0.2271470059441255,0.11880648016400364
2023-12-29 05:00:00,0.0011964774611659,0.001905,0.2664747667392299,0.18310657751240442
2024-01-30 05:00:00,0.0013329666068324,0.002205,0.2577565913899501,0.1701695561037429
2024-02-28 05:00:00,0.0012849521671618,0.002125,0.2575595844435311,0.16987100093395469
2024-03-28 04:00:00,0.0017204659889184,0.002725,0.2639639347924016,0.17943292978343311
2024-04-29 04:00:00,0.002630232494117,0.003925,0.2538483715974143,0.16418956477875848
2024-05-30 04:00:00,0.0017659399133995,0.002855,0.2536378278487248,0.16386386159064648
2024-06-28 04:00:00,0.0021073353666172,0.00346,0.2442085560613276,0.14885239760627902
2024-07-30 04:00:00,0.0031188931014025,0.004365,0.2637696874970154,0.17914704982737606
2024-08-30 04:00:00,0.0032498661227075,0.00415,0.2911274443804792,0.21742678374820387
2024-09-27 04:00:00,0.0029183601543916,0.00379,0.2929763281122742,0.21989621700641
2024-10-30 04:00:00,0.0024187109353369,0.003275,0.2854931175570144,0.2098226336504297
2024-11-29 05:00:00,0.0019615524616491,0.0028,0.2853159280844942,0.20958147875777441
2024-12-30 05:00:00,0.0034073511027323,0.00503,0.2424591552919413,0.14596458270574028
2025-01-30 05:00:00,0.0023078275527704,0.00354,0.2532276209217873,0.16322820043511968
2025-02-27 05:00:00,0.003575402432966,0.00569,0.2251267754528788,0.11489683392239362
2025-03-28 04:00:00,0.0031019051621936,0.005265,0.2201330618426613,0.10477491272152954
2025-04-29 04:00:00,0.0040940617078511,0.00686,0.2114399290463217,0.08500624103377791
2025-05-30 04:00:00,0.0069492149590178,0.00874,0.2399842877926201,0.14181564020555104
2025-06-27 04:00:00,0.0064497708701311,0.00803,0.2434312641197644,0.1475737028420907
2025-07-30 04:00:00,0.0047332951492068,0.00612,0.2533036415886445,0.163346111865718
2025-08-29 04:00:00,0.0027950404360175,0.003665,0.2949218848272667,0.2224817645777891
2025-09-29 04:00:00,0.0021359577207566,0.002775,0.3180554607909279,0.25234597987388
2025-10-30 04:00:00,0.0028773325059516,0.003595,0.3104323997119128,0.24266745189760405
2025-11-28 05:00:00,0.0022919734607995,0.00292,0.3205927994934067,0.25553661284950707
2025-12-30 05:00:00,0.0027648357915256,0.003475,0.3083246039720044,0.2399651617090959
2026-01-30 05:00:00,0.0022736772080273,0.00299,0.3123356383694957,0.24509746717430514
2026-02-27 05:00:00,0.0021537739921882,0.002765,0.3211575954064929,0.25624484093706124
2026-03-30 04:00:00,0.0030092159939004,0.003865,0.2970359810980811,0.22527669983040588
2026-04-29 04:00:00,0.002393436866159,0.003185,0.2974693980501318,0.22584786958456557
2026-05-29 04:00:00,0.001202182512108,0.001885,0.2695563632345005,0.1875629237876963
2026-06-29 04:00:00,0.0013199844987692,0.001905,0.2845227295927363,0.20850036228860735
