ticker,date,pd_gbm,pd_jump_rolling,pd_regime_jump,label
CVNA,2023-03-30 04:00:00,0.707671143447778,0.67262,0.67881,0.0
CVNA,2023-04-28 04:00:00,0.7154297546092032,0.68529,0.69123,0.0
CVNA,2023-05-30 04:00:00,0.67541614946896,0.62276,0.62482,0.0
CVNA,2023-06-29 04:00:00,0.6569505324149758,0.62759,0.62375,0.0
CVNA,2023-07-28 04:00:00,0.6182300335948637,0.60108,0.60108,0.0
CVNA,2023-08-30 04:00:00,0.5834421246579371,0.5657,0.56578,0.0
CVNA,2023-09-29 04:00:00,0.5948920120544796,0.56162,0.57,0.0
CVNA,2023-10-30 04:00:00,0.6190362412565762,0.62157,0.62157,0.0
CVNA,2023-11-29 05:00:00,0.533317684374175,0.53743,0.467,0.0
CVNA,2023-12-29 05:00:00,0.4098446131724232,0.41153,0.36,0.0
CVNA,2024-01-30 05:00:00,0.3306289701854238,0.3317,0.28468,0.0
CVNA,2024-02-28 05:00:00,0.2263380675977774,0.20386,0.20521,0.0
CVNA,2024-03-28 04:00:00,0.1967880201869389,0.17848,0.18013,0.0
CVNA,2024-04-29 04:00:00,0.1926782361642229,0.17348,0.17658,0.0
CVNA,2024-05-30 04:00:00,0.1472876429559175,0.14252,0.14188,0.0
CVNA,2024-06-28 04:00:00,0.0574222368302605,0.06088,0.05796,0.0
CVNA,2024-07-30 04:00:00,0.0281939109981427,0.05844,0.03848,0.0
CVNA,2024-08-30 04:00:00,0.018997252528351,0.01809,0.01803,0.0
CVNA,2024-09-27 04:00:00,0.0129262682423069,0.01323,0.0088,0.0
CVNA,2024-10-30 04:00:00,0.0067045315346168,0.00706,0.00394,0.0
CVNA,2024-11-29 05:00:00,0.003006848314107,0.00146,0.00132,0.0
CVNA,2024-12-30 05:00:00,0.0029834630724828,0.00072,0.00174,0.0
CVNA,2025-01-30 05:00:00,0.0009366697891836,0.00022,0.00022,0.0
CVNA,2025-02-27 05:00:00,0.0004510284397668,0.00023,0.00019,0.0
CVNA,2025-03-28 04:00:00,0.0009140415499822,0.00103,0.00121,0.0
CVNA,2025-04-29 04:00:00,0.0020382267694045,0.00223,0.00208,0.0
CVNA,2025-05-30 04:00:00,0.0002864783076142,0.00031,0.00037,0.0
CVNA,2025-06-27 04:00:00,0.0002966271776308,0.00031,0.00037,0.0
AMC,2023-01-30 05:00:00,0.2362764562749499,0.21939,0.22651,1.0
AMC,2023-02-27 05:00:00,0.1995409194712519,0.19674,0.19831,1.0
AMC,2023-03-30 04:00:00,0.2196939811095105,0.22126,0.19589,1.0
AMC,2023-04-28 04:00:00,0.2219608628796227,0.2027,0.2017,1.0
AMC,2023-05-30 04:00:00,0.2225525983803276,0.1988,0.19871,1.0
AMC,2023-06-29 04:00:00,0.2072017640003367,0.18322,0.18565,1.0
AMC,2023-07-28 04:00:00,0.2172808159449719,0.20069,0.20289,1.0
AMC,2023-08-30 04:00:00,0.3720397129301057,0.52048,0.50506,1.0
AMC,2023-09-29 04:00:00,0.4469535820835016,0.61449,0.60177,1.0
AMC,2023-10-30 04:00:00,0.4369732671336319,0.58888,0.54573,1.0
AMC,2023-11-29 05:00:00,0.4487320330314145,0.62479,0.6138,1.0
AMC,2023-12-29 05:00:00,0.4445655312889382,0.63533,0.62466,0.0
AMC,2024-01-30 05:00:00,0.4061287252913231,0.56813,0.55429,0.0
AMC,2024-02-28 05:00:00,0.3640938207478935,0.53323,0.51771,0.0
AMC,2024-03-28 04:00:00,0.3743017139765866,0.5681,0.63237,0.0
AMC,2024-04-29 04:00:00,0.3724205522010052,0.59009,0.5854,0.0
AMC,2024-05-30 04:00:00,0.4912273731010919,0.64556,0.67718,0.0
