date,equity_value,sigma_E_garch,default_point,asset_value,sigma_A,pd_garch_gbm
2023-01-30 05:00:00,39664697007.28981,0.47971765224271473,141268500000.0,174662395045.87708,0.10985061413656322,0.011116343589723996
2023-02-27 05:00:00,39450168201.33912,0.4777346837972468,141268500000.0,174449772080.41138,0.10891677344258395,0.010845769650240018
2023-03-30 04:00:00,40202529627.22286,0.4700872110141524,141268500000.0,175208925774.77945,0.10863870044241493,0.009594197332738036
2023-04-28 04:00:00,39346718457.596855,0.4585965015589257,141268500000.0,174362144194.1829,0.10412371336660597,0.008164407773177333
2023-05-30 04:00:00,41698253697.8595,0.4519634506240521,141268500000.0,176718272600.87207,0.10720284209178202,0.007050584372556119
2023-06-29 04:00:00,49514597276.92612,0.4428705409582914,141268500000.0,184540913571.96738,0.11927022174435856,0.005263431799698593
2023-07-28 04:00:00,44395358918.04806,0.43482157423234,141268500000.0,179425434224.648,0.10797977325074698,0.004982605292364157
2023-08-30 04:00:00,40277232098.984535,0.4227552639672748,141268500000.0,175312485449.6635,0.09743801209308248,0.004282327090081038
2023-09-29 04:00:00,41582970881.176186,0.2505920275463719,141268500000.0,176635296200.19415,0.05899378825826977,3.083885757881637e-06
2023-10-30 04:00:00,32710607557.29389,0.29601535494118847,141268500000.0,167762760819.00378,0.057721882360914176,9.626802207726449e-05
2023-11-29 05:00:00,36008868740.68485,0.30135623102818543,141268500000.0,171060974442.3298,0.06344187497910013,0.00011043844758180138
2023-12-29 05:00:00,41449301406.989365,0.3267709371116331,141268500000.0,176500903148.44302,0.07675478414988592,0.00028145880799672086
2024-01-30 05:00:00,39791463205.56043,0.30064888226109027,151312000000.0,184445127975.97443,0.06486591412543172,0.00010205239819351029
2024-02-28 05:00:00,42669049151.76471,0.3211319520784105,151312000000.0,187322323341.36768,0.07316183210478786,0.00023570002231773025
2024-03-28 04:00:00,46068690167.66817,0.3029757517502842,151312000000.0,190722353684.41397,0.07318832539803506,9.164972457713015e-05
2024-04-29 04:00:00,44230106056.43898,0.32394577697471516,151312000000.0,188883310110.8715,0.0758715662231585,0.00025226307630398816
2024-05-30 04:00:00,41326379840.27067,0.3133657126596634,151312000000.0,185979839264.47366,0.06964203411301077,0.00017608650497123566
2024-06-28 04:00:00,44029968903.98749,0.27100307816367586,151312000000.0,188683829948.8962,0.06324015347113743,1.5211259010847408e-05
2024-07-30 04:00:00,38061002344.927605,0.37322819798469714,151312000000.0,182710067919.06564,0.0778408036539283,0.001530626523018832
2024-08-30 04:00:00,39901894288.05128,0.37151364178765034,151312000000.0,184551261585.39325,0.08041132775113584,0.0013994102081382246
2024-09-27 04:00:00,38439892256.759125,0.3704240613105499,151312000000.0,183089378197.77512,0.07785570503749882,0.0014060017210253794
2024-10-30 04:00:00,37334478674.738556,0.3714717632736784,151312000000.0,181983789430.71985,0.07629660394509234,0.001485053036425058
2024-11-29 05:00:00,40227184898.87216,0.3662564839880373,151312000000.0,184877274601.92795,0.07976641555273833,0.0011988904154749257
2024-12-30 05:00:00,35709306486.28327,0.3591234233150772,151312000000.0,180360128000.84552,0.07116347107798204,0.0010902192164024454
2025-01-30 05:00:00,36627241439.4116,0.3551717900025627,158645500000.0,188289124172.16782,0.06914436053138648,0.0009881867318561714
2025-02-27 05:00:00,34585325140.36406,0.3551859776537409,158645500000.0,186247182339.72723,0.06601144317474218,0.0010398261816937362
2025-03-28 04:00:00,36186153530.5361,0.3695784448876093,158645500000.0,187846282462.9662,0.07127959697470687,0.0015087671557571566
2025-04-29 04:00:00,37786978140.872604,0.36700443204434263,158645500000.0,189447493489.8687,0.07328015880181789,0.0013550909375783717
2025-05-30 04:00:00,39207100153.32909,0.36104762137611146,158645500000.0,190868393199.73697,0.0742282450620265,0.0011057568875931134
2025-06-27 04:00:00,40793512250.734085,0.3594895114180051,158645500000.0,192455015158.61935,0.07625862285575939,0.0010166509319133822
2025-07-30 04:00:00,41057911747.07789,0.3600026276691503,158645500000.0,192719363131.72742,0.07675745912888052,0.0010258016387201298
2025-08-29 04:00:00,45054384786.066475,0.3588875107190942,158645500000.0,196716057998.54626,0.0822528251516394,0.0009013622668869914
2025-09-29 04:00:00,46279312311.16498,0.3593518786633454,158645500000.0,197940969489.9635,0.08407366773591202,0.0008878650070003475
2025-10-30 04:00:00,49992377060.85605,0.36240997906919936,158645500000.0,201653808641.9919,0.08990465847942863,0.0008928390432356702
2025-11-28 05:00:00,51422424921.452614,0.36011866875390486,158645500000.0,203084158190.22583,0.09123822770789386,0.0008046185836433776
2025-12-30 05:00:00,51228814185.18781,0.36377028782266685,158645500000.0,202890129760.12994,0.09191088523928556,0.0009040321421955315
2026-01-30 05:00:00,54090134359.19921,0.36451434515997433,167907000000.0,214605124089.35657,0.09193617331196839,0.0009271405634098843
2026-02-27 05:00:00,55503177976.24893,0.36189813930911263,167907000000.0,216018539912.14658,0.09304102423215681,0.0008300789457015798
2026-03-30 04:00:00,44158312028.28537,0.36783727864746596,167907000000.0,204672523480.63156,0.07943848169734397,0.0012669472439372702
2026-04-29 04:00:00,48215677425.8023,0.368318353756327,167907000000.0,208729938842.34854,0.08515514615590905,0.0011767407522301602
2026-05-29 04:00:00,69565422620.19194,0.4269672283821356,167907000000.0,230064019473.97095,0.12938976983771805,0.0032919464482136294
2026-06-29 04:00:00,55923579536.30738,0.41051583331301167,167907000000.0,216427756131.3025,0.10629664804404963,0.0029052248122561353
