date,equity_value,sigma_E_garch,default_point,asset_value,sigma_A,pd_garch_gbm
2022-10-28 04:00:00,2437546205316.925,0.4502365167989621,203461500000.0,2632054886957.611,0.4169640680806358,7.745800918950698e-10
2022-11-29 05:00:00,2213170767271.042,0.4391239646169822,203461500000.0,2407679448911.5396,0.40364855138747485,8.138496308261686e-10
2022-12-30 05:00:00,2036957677820.2056,0.4385682274338486,203461500000.0,2231466359448.0225,0.40033985476608647,1.8791409342598155e-09
2023-01-30 05:00:00,2241860222941.5894,0.3266451074675137,203461500000.0,2436368904591.5747,0.30056723843003524,7.297535770565128e-17
2023-02-27 05:00:00,2322534401071.9297,0.3139958366107589,203461500000.0,2517043082721.915,0.2897312872107157,1.778036954243654e-18
2023-03-30 04:00:00,2549260628237.915,0.3002625773806972,203461500000.0,2743769309887.9004,0.2789766486166889,4.492833595590385e-21
2023-04-28 04:00:00,2664193610618.5913,0.2928041315724677,203461500000.0,2858702292268.5767,0.2728814744395931,1.331038856842169e-22
2023-05-30 04:00:00,2787687766540.146,0.2834040968517976,203461500000.0,2982196448190.1313,0.26491954755716535,1.3177258176286609e-24
2023-06-29 04:00:00,2980923945910.263,0.2607106056382811,203461500000.0,3175432627560.2485,0.24474097814414236,7.473238542300132e-30
2023-07-28 04:00:00,3079035028747.5586,0.2603246051019132,203461500000.0,3273543710397.544,0.24485653739944255,1.920388616936282e-30
2023-08-30 04:00:00,2954405010836.792,0.2889287692537452,203461500000.0,3148913692486.7773,0.27108161322263885,1.918696673499882e-24
2023-09-29 04:00:00,2695570307996.75,0.2907190359010449,203461500000.0,2890078989646.7354,0.2711530044513028,4.775573907166581e-23
2023-10-30 04:00:00,2614936041447.0366,0.276758505081213,192948500000.0,2799394321570.5103,0.25852227538557515,1.3616764051605134e-25
2023-11-29 05:00:00,2911756277778.1216,0.24387005559128055,192948500000.0,3096214557901.595,0.22934139480671575,1.8996424040664877e-34
2023-12-29 05:00:00,2960344286525.6045,0.22927059220344173,192948500000.0,3144802566649.0786,0.21582273395973647,3.9769948381244936e-39
2024-01-30 05:00:00,2891305536848.099,0.24699090965314363,192948500000.0,3075763816971.573,0.23217848545159697,1.7049229130898384e-33
2024-02-28 05:00:00,2793076255181.0913,0.2303186736305489,192948500000.0,2977534535304.5654,0.2160504305876969,1.2701842991122696e-37
2024-03-28 04:00:00,2640043306228.4546,0.2448282097500179,192948500000.0,2824501586351.928,0.22883933910663973,1.7429614182361687e-32
2024-04-29 04:00:00,2671142479128.052,0.224742707532277,192948500000.0,2855600759251.526,0.21022539338484603,1.591294056523945e-38
2024-05-30 04:00:00,2949024840571.228,0.23198023456789268,192948500000.0,3133483120694.7017,0.2183242889499228,3.5626388855433894e-38
2024-06-28 04:00:00,3247026469628.739,0.2579913706222097,192948500000.0,3431484749752.2124,0.24412313340649522,1.0413933742751432e-32
2024-07-30 04:00:00,3373133440153.03,0.24554869713659105,192948500000.0,3557591720276.5034,0.23281719393957584,1.1259441877834263e-36
2024-08-30 04:00:00,3534468407604.34,0.22302769069430967,192948500000.0,3718926687727.814,0.21196554623710936,3.1146965695798754e-45
2024-09-27 04:00:00,3515792958977.8135,0.2145985384215457,192948500000.0,3700251239101.2876,0.20390075744495886,1.3073209453669994e-48
2024-10-30 04:00:00,3452491605693.8477,0.21359256956473233,219267000000.0,3662110305542.946,0.20136655969773865,1.7745449701751837e-45
2024-11-29 05:00:00,3564890408630.005,0.21062077172733484,219267000000.0,3774509108479.103,0.19892387259109526,1.6179636280279585e-47
2024-12-30 05:00:00,3788249825404.572,0.20851590391262614,219267000000.0,3997868525253.67,0.19758286987213056,5.226737781280758e-50
2025-01-30 05:00:00,3568795778255.341,0.21784352820679254,219267000000.0,3778414478104.439,0.20575801524418155,1.5436025319141543e-44
2025-02-27 05:00:00,3568358900925.5674,0.2172069340330887,219267000000.0,3777977600774.6655,0.20515534455280993,8.676498115841018e-45
2025-03-28 04:00:00,3276634640629.3027,0.2232483594365053,219267000000.0,3486253340478.401,0.2098250576055194,1.2648405101664176e-40
2025-04-29 04:00:00,3176034985554.7485,0.4556440122159016,219267000000.0,3385653685401.882,0.4274333579978658,1.5377067867931134e-10
2025-05-30 04:00:00,3024208810930.0537,0.28178102924038295,219267000000.0,3233827510779.152,0.2635158086017972,5.8308735169766975e-25
2025-06-27 04:00:00,3027671767293.2437,0.25881201330362497,219267000000.0,3237290467142.342,0.24205360429316525,2.3548536845026323e-29
2025-07-30 04:00:00,3147676479982.2695,0.2560236009638591,219267000000.0,3357295179831.3677,0.24003831176822035,1.4008086950469087e-30
2025-08-29 04:00:00,3499310831083.496,0.26081910755570337,219267000000.0,3708929530932.594,0.24607831462187765,3.566350085054555e-31
2025-09-29 04:00:00,3835313323810.1807,0.2674554248887498,219267000000.0,4044932023659.279,0.2535952022435125,3.9088480346423675e-31
2025-10-30 04:00:00,3998151445799.5605,0.2653323669973634,204795000000.0,4193934950091.5703,0.2529459801718588,2.0458821592043178e-33
