date,equity_value,sigma_E_garch,default_point,asset_value,sigma_A,pd_garch_gbm
2022-10-28 04:00:00,1362797775.51651,0.4846881152965297,1209435500.0,2518823765.7081814,0.2624943268958094,0.0022908674090956313
2022-11-29 05:00:00,1232294448.96698,0.4593464195687131,1209435500.0,2388390280.7224374,0.2371769070025526,0.0016401828374966862
2022-12-30 05:00:00,1339264448.96698,0.5002658515519829,1209435500.0,2495200989.509503,0.2688793910542632,0.003201657845547939
2023-01-30 05:00:00,1621665183.6776733,0.49808949431342314,1209435500.0,2777692961.334461,0.2910250759986181,0.0020775390961062885
2023-02-27 05:00:00,1746820091.8388367,0.49390560777321774,1209435500.0,2902890812.93568,0.29738377486851275,0.0016053291334208086
2023-03-30 04:00:00,1634501571.4359283,0.4911571926387841,1209435500.0,2790561037.502799,0.2878777783339135,0.0017687985455647347
2023-04-28 04:00:00,1522183051.03302,0.4714648027448893,1209435500.0,2678289495.2152805,0.26809854986062787,0.0013533643563743356
2023-05-30 04:00:00,1209830744.8863983,0.48067574332303176,1209435500.0,2365835860.2141685,0.24610449955071007,0.002666578119967897
2023-06-29 04:00:00,1311452224.48349,0.47834115911717995,1209435500.0,2467493795.514646,0.2544755100831983,0.0021747750299918583
2023-07-28 04:00:00,1293267316.3223267,0.46624229248986815,1209435500.0,2449351404.926664,0.24636546728613828,0.0017289745568626169
2023-08-30 04:00:00,1102860744.8863983,0.4735968248355554,1209435500.0,2258871278.0259075,0.23153082701175676,0.0027450855459331606
2023-09-29 04:00:00,896408612.241745,0.4702488685755982,1209435500.0,2052376359.5606797,0.2057833307772419,0.003618959055279751
2023-10-30 04:00:00,900073048.3760834,0.44789806018322337,1112162500.0,1963177796.5166347,0.20555963955694725,0.001984727206600855
2023-11-29 05:00:00,1035030815.6776428,0.4711980173321808,1112162500.0,2098081038.3928463,0.23273070386223482,0.0025216907816174258
2023-12-29 05:00:00,1411212451.6239166,0.47557897219984724,1112162500.0,2474325361.169848,0.27140055891182535,0.0014576453989045392
2024-01-30 05:00:00,1320886412.4298093,0.47238003740884493,1112162500.0,2383993400.8373475,0.26190043992599266,0.001577743409316035
2024-02-28 05:00:00,1326199631.3552856,0.47303672736803276,1112162500.0,2389305557.780739,0.2627345767370306,0.0015866257437431904
2024-03-28 04:00:00,1319823728.1074522,0.47644442966294387,1112162500.0,2382917649.6845937,0.264076834860639,0.001728026174177144
2024-04-29 04:00:00,1166800631.3552856,0.4661402375678507,1112162500.0,2229898752.31769,0.24410423941846507,0.0017950273853883257
2024-05-30 04:00:00,1237998859.4627378,0.4706313294460111,1112162500.0,2301096116.1980605,0.25339223608996664,0.0017486034418860118
2024-06-28 04:00:00,1140234131.3552856,0.4630645157162281,1112162500.0,2203336989.6944237,0.23982776387713983,0.0017592886352381704
2024-07-30 04:00:00,1201868504.5909882,0.46916323547607325,1112162500.0,2264963574.304137,0.24915095555744154,0.0018028555782756215
2024-08-30 04:00:00,1386771320.268631,0.4800609102465371,1112162500.0,2449866073.451495,0.27192653076855,0.0016746563978952513
2024-09-27 04:00:00,1426089728.1074522,0.4808543008260575,1112162500.0,2489189175.1910176,0.2756622870447588,0.0015991208396276648
2024-10-30 04:00:00,1374010436.6874695,0.47813055672396226,1081796500.0,2408089403.648821,0.27297964068711816,0.0015394414132097595
2024-11-29 05:00:00,1418826251.0833738,0.47707894809518225,1081796500.0,2452915700.324178,0.2761046555637839,0.0013951435657883465
2024-12-30 05:00:00,1018540000.0,0.4796773383971725,1081796500.0,2052531483.1074479,0.23836038264993842,0.0029210837572760974
2025-01-30 05:00:00,1154005812.2291567,0.4739512157005561,1081796500.0,2188055265.1380563,0.2501933646683245,0.002051406038043052
2025-02-27 05:00:00,909556251.083374,0.4722407709577366,1081796500.0,1943550541.0855248,0.22134189124945788,0.0030753182415591915
2025-03-28 04:00:00,901407938.8542175,0.473434409403658,1081796500.0,1935394250.3077075,0.22085480960560705,0.0031944033662696736
2025-04-29 04:00:00,815850563.3125305,0.47640359728306647,1081796500.0,1849794438.9677749,0.2105539928385494,0.003950700673975663
2025-05-30 04:00:00,887148343.8854218,0.4947882296670184,1081796500.0,1921006487.3858716,0.22905384856122318,0.004814406765954968
2025-06-27 04:00:00,917704563.3125305,0.507772944219287,1081796500.0,1951479956.2919989,0.2394538876819225,0.005670792375689113
