Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-01 00:00:00-04:00,258.7438091696623,260.88394332062984,258.7342321183935,260.65362548828125,16725300,0.0,0.0
2021-07-02 00:00:00-04:00,261.8244857323976,266.7957080842182,261.517375730034,266.4598083496094,26458000,0.0,0.0
2021-07-06 00:00:00-04:00,266.8244739642971,268.11046403566195,263.244794707822,266.4693908691406,31565600,0.0,0.0
2021-07-07 00:00:00-04:00,268.13934148731516,269.37735884345193,265.9800231926627,268.6479797363281,23260000,0.0,0.0
2021-07-08 00:00:00-04:00,265.74001367275713,267.49627505663517,263.791830519067,266.23907470703125,24618600,0.0,0.0
2021-07-09 00:00:00-04:00,264.6076308865828,266.8437117808058,264.2237579834592,266.7381591796875,23916700,0.0,0.0
2021-07-12 00:00:00-04:00,267.90890462422595,268.49430548835454,265.43287101130034,266.14306640625,18931700,0.0,0.0
2021-07-13 00:00:00-04:00,266.3349467923487,271.4501452437147,266.21021085612983,269.655517578125,26120100,0.0,0.0
2021-07-14 00:00:00-04:00,270.970285392954,272.2274853385636,269.24281429404203,271.12384033203125,23113700,0.0,0.0
2021-07-15 00:00:00-04:00,270.63439793562475,271.1238524954163,268.5518437599967,269.7034912109375,22604200,0.0,0.0
2021-07-16 00:00:00-04:00,270.7015596438309,272.6497420856426,268.1967369114395,269.43475341796875,26186800,0.0,0.0
2021-07-19 00:00:00-04:00,267.6882744273962,269.0702404361909,263.38885065570423,265.8456726074219,32935600,0.0,0.0
2021-07-20 00:00:00-04:00,266.8245133835614,269.6460244586933,265.1258605067467,268.0625305175781,26259700,0.0,0.0
2021-07-21 00:00:00-04:00,267.65944319932055,270.1738442376785,266.1143453427813,270.0586853027344,24364300,0.0,0.0
2021-07-22 00:00:00-04:00,272.40037599811654,274.87641050496023,271.99731968429404,274.6076965332031,23384100,0.0,0.0
2021-07-23 00:00:00-04:00,275.78807157831795,278.30247257073574,274.9531400276046,277.9953918457031,22768100,0.0,0.0
2021-07-26 00:00:00-04:00,277.3523564681326,278.01454955841905,275.08748623115633,277.40032958984375,23176100,0.0,0.0
2021-07-27 00:00:00-04:00,277.76502450299625,277.9089731585834,271.54620828066527,274.99151611328125,33604100,0.0,0.0
2021-07-28 00:00:00-04:00,277.3427056762893,278.4559572251852,272.39066780193826,274.6843566894531,33566900,0.0,0.0
2021-07-29 00:00:00-04:00,274.7035639775205,276.9876467259065,274.5500089966287,274.9530944824219,18168300,0.0,0.0
2021-07-30 00:00:00-04:00,273.6768072041237,275.10674636640664,272.4675796084261,273.4272766113281,20944800,0.0,0.0
2021-08-02 00:00:00-04:00,274.8187628216139,275.212242025892,272.30436188036447,273.3408508300781,16267400,0.0,0.0
2021-08-03 00:00:00-04:00,273.9166896548883,275.65373862205524,272.55390723217295,275.54815673828125,17879000,0.0,0.0
2021-08-04 00:00:00-04:00,274.6844787394723,275.999258954116,273.1777474082204,274.9627990722656,16191300,0.0,0.0
