Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-01 00:00:00-04:00,11.052454948425293,11.096931939806032,11.000565714262592,11.052454948425293,51112200,0.0,0.0
2021-07-02 00:00:00-04:00,11.08951795582126,11.14882013417289,10.993151739265423,11.067279815673828,43652000,0.0,0.0
2021-07-06 00:00:00-04:00,11.022803147426234,11.030216096669141,10.66699006701969,10.748530387878418,73990600,0.0,0.0
2021-07-07 00:00:00-04:00,10.681815886583276,10.718879928039167,10.392717918490472,10.548385620117188,72992500,0.0,0.0
2021-07-08 00:00:00-04:00,10.348240920433703,10.548385613061164,10.185159562299548,10.422369003295898,62706800,0.0,0.0
2021-07-09 00:00:00-04:00,10.711469281099367,10.807835526826267,10.578039692886536,10.733707427978516,65981200,0.0,0.0
2021-07-12 00:00:00-04:00,10.644751009806306,10.926436713053562,10.555797741455237,10.830070495605469,49205200,0.0,0.0
2021-07-13 00:00:00-04:00,10.748532155027497,10.84489839021546,10.600276680483658,10.689229965209961,45360600,0.0,0.0
2021-07-14 00:00:00-04:00,10.696642672236122,10.844898143405947,10.526148350187436,10.563212394714355,39056200,0.0,0.0
2021-07-15 00:00:00-04:00,10.489083876769612,10.600276005803805,10.333415461672,10.385305404663086,44952300,0.0,0.0
2021-07-16 00:00:00-04:00,10.466846709732057,10.481672611094204,10.06655656314662,10.088794708251953,48065200,0.0,0.0
2021-07-19 00:00:00-04:00,9.821933382257019,9.873822615414891,9.480945478067188,9.844171524047852,99949200,0.0,0.0
2021-07-20 00:00:00-04:00,9.910888063635145,10.34824225360354,9.84417292185178,10.311178207397461,70731800,0.0,0.0
2021-07-21 00:00:00-04:00,10.414954571682042,10.629925133068976,10.400128674444058,10.518733024597168,53817500,0.0,0.0
2021-07-22 00:00:00-04:00,10.437195540335402,10.481672537170274,10.214811970036807,10.311178207397461,40440100,0.0,0.0
2021-07-23 00:00:00-04:00,10.3556531764152,10.407542406780166,10.17774593085093,10.244461059570312,37927900,0.0,0.0
2021-07-26 00:00:00-04:00,10.30376215620048,10.437192399615903,10.2815240179438,10.400128364562988,43838000,0.0,0.0
2021-07-27 00:00:00-04:00,10.326003416568453,10.348241560026466,10.118445054500883,10.222224235534668,41963200,0.0,0.0
2021-07-28 00:00:00-04:00,10.274114608764648,10.370480850323323,10.05914397973004,10.274114608764648,70653500,0.0,0.0
2021-07-29 00:00:00-04:00,10.755940667148982,10.96349824586363,10.600272306378603,10.666987419128418,111154800,0.0,0.0
2021-07-30 00:00:00-04:00,10.548385583616394,10.6002755242502,10.281525758545428,10.340827941894531,74955700,0.0,0.0
2021-08-02 00:00:00-04:00,10.392719250438413,10.622515064427917,10.288940062448967,10.311178207397461,64673700,0.0,0.0
2021-08-03 00:00:00-04:00,10.355652371707722,10.437192685507517,10.111030723370645,10.392716407775879,53257700,0.0,0.0
2021-08-04 00:00:00-04:00,10.266698057219896,10.326000226076843,9.858995116125177,9.873820304870605,81502700,0.0,0.0
2021-08-05 00:00:00-04:00,10.036903640947893,10.244461273683541,9.970188510834136,10.162920951843262,60524400,0.0,0.0
2021-08-06 00:00:00-04:00,10.244460429151829,10.311175553765729,10.177745304537927,10.229635238647461,44450600,0.0,0.0
2021-08-09 00:00:00-04:00,10.170336354614317,10.24446374500456,10.044319013319182,10.192574501037598,38760400,0.0,0.0
2021-08-10 00:00:00-04:00,10.20739772755976,10.311176188289696,10.125856700485963,10.244461059570312,32120800,0.0,0.0
2021-08-11 00:00:00-04:00,10.274112183496467,10.340827312437636,10.133269683350022,10.32600212097168,42795600,0.0,0.0
2021-08-12 00:00:00-04:00,10.318589288158334,10.414955508056124,10.222223068260542,10.303763389587402,38547900,0.0,0.0
2021-08-13 00:00:00-04:00,10.288939495146034,10.34082873281079,10.036904843166628,10.073968887329102,45118500,0.0,0.0
2021-08-16 00:00:00-04:00,10.007253097014821,10.05173008849863,9.873822829501195,9.977602005004883,38664300,0.0,0.0
2021-08-17 00:00:00-04:00,9.873823593789606,9.881236544100343,9.495772318134073,9.629201889038086,74625300,0.0,0.0
2021-08-18 00:00:00-04:00,9.599548855024295,9.792281282532363,9.562484817897712,9.636612892150879,50966700,0.0,0.0
2021-08-19 00:00:00-04:00,9.488357832932694,9.577311101458402,9.31786353805512,9.39199161529541,69038800,0.0,0.0
2021-08-20 00:00:00-04:00,9.347515510338589,9.391992502270698,9.177021906297417,9.317864418029785,53615600,0.0,0.0
2021-08-23 00:00:00-04:00,9.421644837097647,9.52542402733367,9.243738259782662,9.436470031738281,64573600,0.0,0.0
2021-08-24 00:00:00-04:00,9.495773351583702,9.740395082958038,9.458709302934091,9.695918083190918,53672500,0.0,0.0
2021-08-25 00:00:00-04:00,9.725568324608151,9.84417270429615,9.651440940772085,9.762632369995117,51195500,0.0,0.0
2021-08-26 00:00:00-04:00,9.718154099543282,9.732979998528702,9.495771270264191,9.562485694885254,57559800,0.0,0.0
2021-08-27 00:00:00-04:00,9.555073446312164,9.910886538484824,9.540247547336083,9.866410255432129,57587300,0.0,0.0
2021-08-30 00:00:00-04:00,9.896061947720916,9.910887140659987,9.658852498255436,9.673678398132324,42720100,0.0,0.0
2021-08-31 00:00:00-04:00,9.651441287090718,9.74039457504859,9.58472614438784,9.658853530883789,42212700,0.0,0.0
