date,equity_value,sigma_E,default_point,asset_value,sigma_A,distance_to_default,pd_1yr
2023-01-30 05:00:00,1060370000.0,1.676987362022238,5879000000.0,5086676448.002849,0.623813568723229,-0.471829595116774,0.6814757876352896
2023-02-27 05:00:00,946910417.0787334,1.7369298731901717,5879000000.0,4808262500.364608,0.643483706893192,-0.5642513147184652,0.713708445234612
2023-03-30 04:00:00,936306727.1912098,1.721587490533019,5879000000.0,4855316651.596632,0.6249537251401519,-0.5465939694339239,0.707671143447778
2023-04-28 04:00:00,735896786.0674858,1.7143677394547647,5879000000.0,4781470641.162205,0.5402364399091386,-0.5693177977323336,0.7154297546092032
2023-05-30 04:00:00,1454827617.752552,1.7041546488635269,5879000000.0,5302932504.588989,0.7560792291747552,-0.4549187389992126,0.67541614946896
2023-06-29 04:00:00,2729392254.6052933,1.7683261214596435,5879000000.0,6325023648.214491,1.0362901982191253,-0.4041547378790694,0.6569505324149758
2023-07-28 04:00:00,4667748687.415123,1.7955891390428058,5879000000.0,8272413100.792658,1.2301261776281822,-0.3008355048639202,0.6182300335948637
2023-08-30 04:00:00,5271099476.294517,1.7465739078329563,5879000000.0,9051139214.831924,1.2094090781338251,-0.21070720675262544,0.5834421246579371
2023-09-29 04:00:00,4451433211.460114,1.7321526802138942,5879000000.0,8230375850.095561,1.1459955209710317,-0.24014741723002522,0.5948920120544796
2023-10-30 04:00:00,2918138339.102268,1.6961032147620916,5879000000.0,6743253812.617931,0.978295567497626,-0.30295058877000297,0.6190362412565762
2023-11-29 05:00:00,3394244343.707562,1.5508953517371544,5879000000.0,7659312964.296397,0.8748533238076601,-0.08361237036344883,0.533317684374175
2023-12-29 05:00:00,5613598937.754632,1.4222605475133607,5879000000.0,10275979492.828062,0.8940194626298762,0.22794470693955501,0.40984461317242327
2024-01-30 05:00:00,5042509499.220848,1.3270913123140908,4244000000.0,8588645282.606133,0.8625414849883902,0.4381770547403726,0.3306289701854238
2024-02-28 05:00:00,8621617251.558304,1.2539404333459874,4244000000.0,12346240302.018578,0.9192585010944104,0.7509609867615675,0.22633806759777747
2024-03-28 04:00:00,10042750908.355713,1.231420471719077,4244000000.0,13817002605.228924,0.9297274507374661,0.8531501559071367,0.19678802018693897
2024-04-29 04:00:00,9568659101.934433,1.211995358324104,4244000000.0,13355438318.1284,0.9029133233599951,0.8680691609806763,0.19267823616422297
2024-05-30 04:00:00,11696931576.061249,1.163386526216432,4244000000.0,15558466234.053709,0.8978300639121105,1.0481374461122182,0.14728764295591756
2024-06-28 04:00:00,14704843783.664701,0.9796797247054411,4244000000.0,18702674006.931396,0.7774808999455696,1.5767873051348253,0.05742223683026051
2024-07-30 04:00:00,14483220934.228897,0.8599546036667811,4244000000.0,18516511252.12127,0.6759391872042749,1.9080262624525801,0.028193910998142727
2024-08-30 04:00:00,17206678493.766785,0.8433806800844978,4244000000.0,21248291102.401333,0.6849426266214172,2.0749140096640666,0.018997252528351053
2024-09-27 04:00:00,19395498152.122498,0.8235255653540676,4244000000.0,23442534411.963512,0.682584593653147,2.2284197620142376,0.01292626824230694
2024-10-30 04:00:00,23682888118.457794,0.7992555139575205,4244000000.0,27735140035.055428,0.6830267482178143,2.472716063897302,0.006704531534616808
2024-11-29 05:00:00,29750120170.822144,0.7793886489859317,4244000000.0,33805258816.54084,0.6861010986167282,2.7470336382808442,0.0030068483141070176
2024-12-30 05:00:00,24053021798.62976,0.7376325319164507,4244000000.0,28108319508.084316,0.6314393815687831,2.7495933640698302,0.002983463072482862
2025-01-30 05:00:00,32510126540.203094,0.7336248600157566,3966000000.0,36301063908.97241,0.6570664177365237,3.109610879080994,0.0009366697891836618
2025-02-27 05:00:00,29747418771.209717,0.6788233084044423,3966000000.0,33538670214.979645,0.6021147981756925,3.319416776902627,0.000451028439766897
2025-03-28 04:00:00,27241925089.66446,0.6993956624627718,3966000000.0,31032906678.77681,0.6140160390661199,3.1168278143860735,0.0009140415499822028
2025-04-29 04:00:00,32463481893.558502,0.7822921303268897,3966000000.0,36253641749.27796,0.7006306248291414,2.8721841447805025,0.00203822676940451
2025-05-30 04:00:00,43600939831.27594,0.7265814349603151,3966000000.0,47392266836.316765,0.6684688310490918,3.444103363391114,0.00028647830761427444
2025-06-27 04:00:00,42548100253.08609,0.7237256864337166,3966000000.0,46339422151.95576,0.6645268745097674,3.434679804776134,0.00029662717763082947
2025-07-30 04:00:00,44457874435.5011,0.7099729864908824,3966000000.0,48249262143.61419,0.6541920474866291,3.5610932548983247,0.00018465693838487843
2025-08-29 04:00:00,49566152109.52759,0.7069017455175662,3966000000.0,53357581700.40526,0.656675797084222,3.6983950216700356,0.00010848352462345272
2025-09-29 04:00:00,52330189314.4989,0.6983602896667107,3966000000.0,56121640598.77578,0.6511832668233364,3.8126649769249883,6.873820249798377e-05
2025-10-30 04:00:00,40656983929.328926,0.7335209539206088,3966000000.0,44448225483.999626,0.6709756695625134,3.333150420091076,0.0004293425224651218
2025-11-28 05:00:00,49909990516.77704,0.7289670283983659,3966000000.0,53701380181.43073,0.6775081802479344,3.573642468423171,0.00017602477673821554
2025-12-30 05:00:00,57246560490.26489,0.7314298311284294,3966000000.0,61037990104.05094,0.6860002331918025,3.707637615530716,0.00010460086793593285
2026-01-30 05:00:00,57049875386.8103,0.7352114170669685,3934000000.0,60810709051.26663,0.6897464188317822,3.6901012583320263,0.00011208240273676119
2026-02-27 05:00:00,47527577320.86182,0.7334046444600177,3934000000.0,51288345243.55362,0.6796367569705224,3.5045982034112972,0.00022864843813556393
2026-03-30 04:00:00,41360483891.48712,0.6881777069356576,3934000000.0,45121304498.215614,0.6308253237808223,3.6233921147858186,0.00014538225702144566
2026-04-29 04:00:00,56406996264.26697,0.5956762150103886,3934000000.0,60167889834.76648,0.558442530866516,4.685447335815752,1.396745620429876e-06
2026-05-29 04:00:00,51913950000.0,0.5898759559477459,3934000000.0,55674843392.86342,0.550029286401343,4.624491159342106,1.8775955016983303e-06
2026-06-29 04:00:00,45314478868.10303,0.6125017143851315,3934000000.0,49075368776.83568,0.5655630543460339,4.259064894697019,1.0264193578715873e-05
