date,equity_value,sigma_E,default_point,asset_value,sigma_A,distance_to_default,pd_1yr
2023-01-30 05:00:00,6564792278.258315,1.212528896701342,4250700000.0,10302752664.40112,0.8233088639431925,0.7183314991770393,0.23627645627494998
2023-02-27 05:00:00,9971670610.258316,1.2348936761726932,4250700000.0,13746807767.146208,0.9311495688658765,0.84326216320973,0.19954091947125197
2023-03-30 04:00:00,6512379065.370842,1.1801349665847936,4250700000.0,10285682234.57019,0.7936865636871222,0.7732271478511118,0.21969398110951055
2023-04-28 04:00:00,7206858010.0,1.205590320702786,4250700000.0,10965110135.964567,0.8379690336420893,0.7655875986526625,0.22196086287962274
2023-05-30 04:00:00,6066864006.629158,1.171102064753219,4250700000.0,9841782408.273825,0.7700851396965173,0.7636007591284859,0.22255259838032765
2023-06-29 04:00:00,5791693264.370842,1.1335975902467594,4250700000.0,9601173381.289198,0.7284135435108505,0.8161689236524349,0.20720176400033674
2023-07-28 04:00:00,6079967684.741684,1.1617891052771887,4250700000.0,9865148345.268234,0.7627568352681562,0.781409591111959,0.21728081594497195
2023-08-30 04:00:00,1668059984.8774948,1.217619132611356,4250700000.0,5339000855.650872,0.48130838068741766,0.326455931728753,0.3720397129301057
2023-09-29 04:00:00,1046959888.1887474,1.2862677484029226,4250700000.0,4665293908.26775,0.40878171967844756,0.1333619144562308,0.44695358208350167
2023-10-30 04:00:00,1305096473.718542,1.292671623073092,4250700000.0,4888111243.179665,0.469535241548593,0.15864758735699588,0.43697326713363194
2023-11-29 05:00:00,939512226.9370842,1.2793187490109543,4250700000.0,4582476908.293344,0.37800556871212027,0.1288655125727513,0.44873203303141457
2023-12-29 05:00:00,801926730.8443737,1.2600622801551777,4250700000.0,4493763082.454998,0.3303269425019165,0.1394038090334133,0.4445655312889382
2024-01-30 05:00:00,1070960785.9104347,1.2327424733192704,3908550000.0,4454838428.705565,0.40128247265246747,0.2375147849643905,0.4061287252913231
2024-02-28 05:00:00,1300266156.4392548,1.1870822395903928,3908550000.0,4721926116.302056,0.41984967488577307,0.3475373796728956,0.3640938207478935
2024-03-28 04:00:00,969336745.6950932,1.1752534210144936,3908550000.0,4427710693.035859,0.34445525786782255,0.3204814001724018,0.3743017139765866
2024-04-29 04:00:00,789540400.3049068,1.1565319473769695,3908550000.0,4286221140.7491064,0.2913126889841851,0.3254492260871694,0.37242055220100523
2024-05-30 04:00:00,1102229683.130062,1.3714987993025747,3908550000.0,4288412008.5792804,0.5033500299427869,0.021991487106350665,0.4912273731010919
2024-06-28 04:00:00,1297660477.130062,1.396694458375022,3908550000.0,4425826540.769772,0.5689862933981927,0.013037023408544405,0.4947991274789974
2024-07-30 04:00:00,1331535177.9104347,1.3664013979688472,3908550000.0,4506612322.591084,0.5523923876612096,0.06301786167590409,0.47487614051469534
2024-08-30 04:00:00,1255968614.170559,1.1577886651802467,3908550000.0,4712056536.257956,0.39356770828927795,0.3925886439564947,0.3473116641614733
2024-09-27 04:00:00,1172584764.0,1.0443456690629112,3908550000.0,4735933193.481229,0.31609425723864654,0.5917682341104238,0.27700289872903056
2024-10-30 04:00:00,1188219212.6098137,1.0160382543771431,3908550000.0,4771821117.21284,0.30475601275632463,0.6501051150477956,0.2578121627106654
2024-11-29 05:00:00,1289843190.699379,0.9942771044537364,3908550000.0,4885145060.451351,0.3103666812620986,0.7084161856231319,0.23934342203543024
2024-12-30 05:00:00,1034480343.6950932,0.9900081011939289,3908550000.0,4641714362.58632,0.2663710124139522,0.6811572764437039,0.24788598914632898
2025-01-30 05:00:00,1301271926.054157,0.9854331598085394,3750250000.0,4754964356.241758,0.3159610826861789,0.735695012251383,0.23095816287643667
2025-02-27 05:00:00,1334425318.196588,0.9725524554635491,3750250000.0,4795407670.448994,0.3145660668383775,0.767280201018695,0.2214574687398999
2025-03-28 04:00:00,1193523302.786353,0.9593160404199143,3750250000.0,4665686548.145237,0.28671754381687636,0.7753589513176427,0.21906379188792974
2025-04-29 04:00:00,1110639723.6253726,0.916186725845023,3750250000.0,4607550845.998853,0.25472851666954266,0.8575036506042081,0.19558329907195232
2025-05-30 04:00:00,1475327333.6068234,0.6088375098766925,3750250000.0,5051592675.256829,0.18223453339618972,1.7904200247642605,0.03669320675192816
2025-06-27 04:00:00,1272262609.1246274,0.5341184989819181,3750250000.0,4854019732.598898,0.14194076558854907,2.0636148918257815,0.019527122253859164
2025-07-30 04:00:00,1205955824.8397648,0.5375927450159652,3750250000.0,4787546462.25357,0.13746608564159277,2.035026248734022,0.02092411595117293
2025-08-29 04:00:00,1164513985.8568234,0.5327721028724959,3750250000.0,4746354110.05554,0.13264912203811344,2.0486857670518672,0.02024642592408387
2025-09-29 04:00:00,1243253391.0,0.5329329994950183,3750250000.0,4825071504.03087,0.1392413090479786,2.0633889514127346,0.019537844414513252
2025-10-30 04:00:00,1052621188.5712159,0.5404588606384729,3750250000.0,4634126805.987128,0.1249020403915133,1.992161415805098,0.023176675092360818
2025-11-28 05:00:00,1015323622.4109805,0.545186389169746,3750250000.0,4596609881.738996,0.12268773112980044,1.9640953763567204,0.02475951616078689
2025-12-30 05:00:00,667212659.0982941,0.5371978822532992,3750250000.0,4249351341.117907,0.08624823216937803,1.927279647182349,0.02697239431792528
2026-01-30 05:00:00,712991542.4522835,0.5519783139021778,3781600000.0,4324318693.332927,0.09330904395101727,1.8728528734611782,0.030544352184642135
2026-02-27 05:00:00,595014513.6386615,0.563899716058795,3781600000.0,4206090997.734648,0.08223176402697686,1.7998577801805646,0.03594154882746374
2026-03-30 04:00:00,502684699.56362206,0.5671731602487057,3781600000.0,4113975822.09437,0.07166278027719955,1.7676531137317824,0.03855945639032329
2026-04-29 04:00:00,800191925.809134,0.6178181845119323,3781600000.0,4406762908.837935,0.11683460619083254,1.636227730639646,0.05089596738153243
2026-05-29 04:00:00,887392370.313622,0.5938557087461118,3781600000.0,4495658879.085575,0.12101071937712787,1.7406990150022121,0.04086817552038915
2026-06-29 04:00:00,1041275414.154567,0.7473427498229991,3781600000.0,4626777161.085609,0.1815491335091067,1.2681597500271555,0.1023704537747187
