date,pd_gbm,pd_regime_jump,regime,lambda,lambda_source
2022-10-28 04:00:00,0.0029310849462533,0.00157,high_vol,2.1043841336116906,regime
2022-11-29 05:00:00,0.0027927525003378,0.00142,high_vol,2.1265822784810124,regime
2022-12-30 05:00:00,0.0023368684988668,0.00118,high_vol,2.1265822784810124,regime
2023-01-30 05:00:00,0.0013962611836574,0.00075,high_vol,2.196078431372549,regime
2023-02-27 05:00:00,0.0014145581469567,0.00089,high_vol,2.1584582441113493,regime
2023-03-30 04:00:00,0.0012651193507923,0.00156,high_vol,1.5523613963039016,regime
2023-04-28 04:00:00,0.0015313340372682,0.0019,high_vol,1.5523613963039016,regime
2023-05-30 04:00:00,0.0022164436737019,0.00588,high_vol,2.0529531568228103,regime
2023-06-29 04:00:00,0.001267006831431,0.00336,low_vol,1.6085106382978722,regime
2023-07-28 04:00:00,0.0008842468822221,0.00369,low_vol,2.1176470588235294,regime
2023-08-30 04:00:00,0.001418319596241,0.00661,low_vol,2.0119760479041915,regime
2023-09-29 04:00:00,0.0022265563281399,0.00917,low_vol,1.5150300601202404,regime
2023-10-30 04:00:00,0.0022102934581828,0.00933,low_vol,2.0,pooled_fallback
2023-11-29 05:00:00,0.0019951735820883,0.00598,low_vol,1.512,regime
2023-12-29 05:00:00,0.0011964774611659,0.0028,low_vol,1.512,regime
2024-01-30 05:00:00,0.0013329666068324,0.00341,low_vol,1.512,regime
2024-02-28 05:00:00,0.0012849521671618,0.00423,low_vol,2.016,regime
2024-03-28 04:00:00,0.0017204659889184,0.00386,low_vol,1.7439446366782008,regime
2024-04-29 04:00:00,0.002630232494117,0.00567,low_vol,1.5882352941176472,regime
2024-05-30 04:00:00,0.0017659399133995,0.00457,low_vol,1.8439024390243903,regime
2024-06-28 04:00:00,0.0021073353666172,0.00482,high_vol,1.5180722891566265,regime
2024-07-30 04:00:00,0.0031188931014025,0.00459,high_vol,2.048780487804878,regime
2024-08-30 04:00:00,0.0032498661227075,0.00403,high_vol,1.539714867617108,regime
2024-09-27 04:00:00,0.0029183601543916,0.00423,high_vol,2.0655737704918034,regime
2024-10-30 04:00:00,0.0024187109353369,0.00325,high_vol,1.5303643724696356,regime
2024-11-29 05:00:00,0.0019615524616491,0.00234,high_vol,2.545454545454546,regime
2024-12-30 05:00:00,0.0034073511027323,0.00425,high_vol,2.5609756097560976,regime
2025-01-30 05:00:00,0.0023078275527704,0.00262,high_vol,3.136929460580913,regime
2025-02-27 05:00:00,0.003575402432966,0.00206,high_vol,2.032258064516129,regime
2025-03-28 04:00:00,0.0031019051621936,0.00197,high_vol,2.0826446280991737,regime
2025-04-29 04:00:00,0.0040940617078511,0.00224,high_vol,2.032258064516129,regime
2025-05-30 04:00:00,0.0069492149590178,0.00181,high_vol,2.032258064516129,regime
2025-06-27 04:00:00,0.0064497708701311,0.00176,high_vol,2.032258064516129,regime
2025-07-30 04:00:00,0.0047332951492068,0.00151,high_vol,2.032258064516129,regime
2025-08-29 04:00:00,0.0027950404360175,0.00085,high_vol,2.540322580645161,regime
2025-09-29 04:00:00,0.0021359577207566,0.00084,high_vol,2.540322580645161,regime
2025-10-30 04:00:00,0.0028773325059516,0.0011,high_vol,2.540322580645161,regime
2025-11-28 05:00:00,0.0022919734607995,0.00094,high_vol,2.540322580645161,regime
2025-12-30 05:00:00,0.0027648357915256,0.00102,high_vol,2.540322580645161,regime
2026-01-30 05:00:00,0.0022736772080273,0.00086,high_vol,2.540322580645161,regime
2026-02-27 05:00:00,0.0021537739921882,0.00087,high_vol,2.540322580645161,regime
2026-03-30 04:00:00,0.0030092159939004,0.00096,high_vol,2.540322580645161,regime
2026-04-29 04:00:00,0.002393436866159,0.00073,high_vol,2.032258064516129,regime
2026-05-29 04:00:00,0.001202182512108,0.00018,low_vol,2.0240963855421685,regime
2026-06-29 04:00:00,0.0013199844987692,0.00029,low_vol,2.0240963855421685,regime
