date,pd_gbm,pd_regime_jump,regime,lambda,lambda_source
2022-10-28 04:00:00,1.4669262463853163e-16,0.0,high_vol,0.0,gbm_fallback
2022-11-29 05:00:00,1.8880270316732023e-14,0.0,high_vol,0.0,gbm_fallback
2022-12-30 05:00:00,9.660681547121573e-14,0.0,high_vol,0.0,gbm_fallback
2023-03-30 04:00:00,3.7787202701251004e-16,0.0,high_vol,0.0,gbm_fallback
2023-04-28 04:00:00,6.291895057959585e-17,0.0,high_vol,0.0,gbm_fallback
2023-05-30 04:00:00,2.5702202074952324e-20,0.0,high_vol,1.0264765784114052,regime
2023-06-29 04:00:00,9.048579827874944e-24,0.0,low_vol,1.0723404255319149,regime
2023-07-28 04:00:00,3.667751382442125e-25,0.0,low_vol,3.1764705882352944,regime
2023-08-30 04:00:00,9.241715177852131e-25,0.0,low_vol,1.5089820359281438,regime
2023-09-29 04:00:00,8.33301504455439e-25,0.0,low_vol,1.5150300601202404,regime
2023-10-30 04:00:00,1.2045953844814466e-28,0.0,low_vol,3.4054054054054057,regime
2023-11-29 05:00:00,7.516918732015023e-41,0.0,low_vol,1.008,regime
2023-12-29 05:00:00,3.5491558529604635e-49,0.0,low_vol,1.008,regime
2024-01-30 05:00:00,7.497258948957796e-50,0.0,low_vol,1.512,regime
2024-02-28 05:00:00,7.723821069159324e-54,0.0,low_vol,1.512,regime
2024-03-28 04:00:00,1.086820661784186e-50,0.0,low_vol,3.4878892733564015,regime
2024-04-29 04:00:00,4.940558556799274e-50,0.0,low_vol,2.647058823529412,regime
2024-05-30 04:00:00,1.1414092016950779e-49,0.0,low_vol,3.6878048780487807,regime
2024-06-28 04:00:00,3.969527121855029e-45,0.0,high_vol,3.5421686746987953,regime
2024-08-30 04:00:00,2.4202931726816386e-45,0.0,high_vol,3.5926680244399187,regime
2024-09-27 04:00:00,4.666040889881712e-46,0.0,high_vol,3.6147540983606556,regime
2024-10-30 04:00:00,3.0918148802193016e-41,0.0,high_vol,3.57085020242915,regime
2024-11-29 05:00:00,6.026111608914936e-42,0.0,high_vol,3.563636363636364,regime
2024-12-30 05:00:00,8.079422589282583e-43,0.0,high_vol,3.585365853658536,regime
2025-01-30 05:00:00,5.1332269695622996e-39,0.0,high_vol,2.091286307053942,regime
2025-02-27 05:00:00,2.9495796529546945e-37,0.0,high_vol,3.5564516129032255,regime
2025-03-28 04:00:00,1.086343182170194e-33,0.0,high_vol,2.0826446280991737,regime
2025-04-29 04:00:00,9.830079922229673e-20,0.0,high_vol,3.5564516129032255,regime
2025-05-30 04:00:00,8.549319572445835e-19,0.0,high_vol,3.0483870967741935,regime
2025-06-27 04:00:00,9.098920165033369e-20,0.0,high_vol,3.0483870967741935,regime
2025-07-30 04:00:00,7.562355280476207e-21,0.0,high_vol,3.0483870967741935,regime
2025-08-29 04:00:00,1.9395524239451728e-21,0.0,high_vol,3.5564516129032255,regime
2025-09-29 04:00:00,7.526195542367794e-22,0.0,high_vol,3.5564516129032255,regime
2025-10-30 04:00:00,6.602171401684581e-23,0.0,high_vol,3.0483870967741935,regime
2025-11-28 05:00:00,2.4383470991429317e-23,0.0,high_vol,3.0483870967741935,regime
2025-12-30 05:00:00,2.9641979548729184e-23,0.0,high_vol,2.540322580645161,regime
2026-01-30 05:00:00,1.2720575976120785e-23,0.0,high_vol,2.540322580645161,regime
2026-02-27 05:00:00,6.638549752435632e-23,0.0,high_vol,3.0483870967741935,regime
2026-03-30 04:00:00,3.100533023578661e-23,0.0,high_vol,2.540322580645161,regime
2026-04-29 04:00:00,7.721508351022997e-43,0.0,high_vol,2.540322580645161,regime
2026-05-29 04:00:00,6.074508070614243e-52,0.0,low_vol,2.5301204819277108,regime
2026-06-29 04:00:00,9.517776517078866e-43,0.0,low_vol,3.036144578313253,regime
