date,pd_gbm,pd_jump_rolling,lambda,mu_J_asset,sigma_J_asset,n_jumps_in_window,sigma_diffusive
2023-01-30 05:00:00,6.166771863664062e-37,0.0,0.0,0.0,0.0,2,0.1504330997520971
2023-02-27 05:00:00,3.6478591376167776e-36,0.0,0.0,0.0,0.0,2,0.1498894484584082
2023-03-30 04:00:00,6.392434496829903e-40,0.0,0.0,0.0,0.0,2,0.1414450901739815
2023-04-28 04:00:00,1.2260493590684035e-40,0.0,0.0,0.0,0.0,3,0.1442395997734793
2023-05-30 04:00:00,3.8532384455989294e-42,0.0,0.0,0.0,0.0,3,0.1383581338397439
2023-06-29 04:00:00,5.024746127468501e-48,0.0,0.0,0.0,0.0,3,0.1328383355594452
2023-07-28 04:00:00,1.6865077704515892e-44,0.0,2.0,0.028417804133364564,0.04454767162791189,4,0.12067413761176157
2023-08-30 04:00:00,6.110727830970408e-40,0.0,3.0,0.007128573781644331,0.04784621017443785,6,0.12018168185636685
2023-09-29 04:00:00,6.800564357371854e-41,0.0,3.0,0.007128573781644331,0.04784621017443785,6,0.1140933872432424
2023-10-30 04:00:00,4.375371125082303e-40,0.0,3.0,0.007128573781644331,0.04784621017443785,6,0.1113828544104525
2023-11-29 05:00:00,1.2945645675895893e-42,0.0,3.0,0.007128573781644331,0.04784621017443785,6,0.10912965273957109
2023-12-29 05:00:00,3.9914634049411764e-42,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.11749032017937802
2024-01-30 05:00:00,7.452171189535157e-45,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.1184059782265618
2024-02-28 05:00:00,7.705887579004726e-49,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.11285310233958376
2024-03-28 04:00:00,2.277784012566391e-49,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.11045010764240204
2024-04-29 04:00:00,3.7597834478644123e-51,0.0,2.5,-0.001147103193543489,0.04845537704515565,5,0.10221982733617284
2024-05-30 04:00:00,4.233393839424052e-44,0.0,3.0,0.006472274566719671,0.04718758688884307,6,0.11039004206675733
2024-06-28 04:00:00,2.35150733626836e-44,0.0,3.0,0.006472274566719671,0.04718758688884307,6,0.11033308949009694
2024-07-30 04:00:00,4.439347708760843e-48,0.0,3.5,0.010722129273825733,0.044519499310759054,7,0.10808871306339762
2024-08-30 04:00:00,9.757336106882452e-53,0.0,3.5,0.010722129273825733,0.044519499310759054,7,0.10235477803388435
2024-09-27 04:00:00,1.5824554921158796e-52,0.0,3.5,0.010722129273825733,0.044519499310759054,7,0.10069484725767125
2024-10-30 04:00:00,6.224951945303002e-54,0.0,3.5,0.010722129273825733,0.044519499310759054,7,0.09797096128318504
2024-11-29 05:00:00,1.0145209112959008e-52,0.0,3.0,0.018798426221896116,0.042784106564846706,6,0.10189633635728072
2024-12-30 05:00:00,1.7458348644336097e-50,0.0,3.0,0.018798426221896116,0.042784106564846706,6,0.09993879345085978
2025-01-30 05:00:00,4.081319562645154e-43,0.0,3.0,0.018226267731677376,0.042401818542593825,6,0.1114908007814901
2025-02-27 05:00:00,1.3741727747750021e-43,0.0,3.0,0.018226267731677376,0.042401818542593825,6,0.11627964308535664
2025-03-28 04:00:00,7.1598669625344884e-43,0.0,3.0,0.018226267731677376,0.042401818542593825,6,0.11774915033963737
2025-04-29 04:00:00,1.0672136715407088e-31,0.0,3.0,-0.004758500612159048,0.052162611780530437,6,0.13555682338883143
2025-05-30 04:00:00,1.7220655544066084e-32,0.0,2.0,0.010587192542659492,0.05979065899105867,4,0.13654092549278107
2025-06-27 04:00:00,6.877369820112656e-32,0.0,2.0,0.010587192542659492,0.05979065899105867,4,0.1368757257154487
2025-07-30 04:00:00,6.218274714585577e-32,0.0,2.5,0.020487721496482696,0.05631424815059023,5,0.1389462573005332
2025-08-29 04:00:00,5.264349331356959e-34,0.0,2.5,0.020487721496482696,0.05631424815059023,5,0.1378812295906115
2025-09-29 04:00:00,2.207465753709783e-34,0.0,2.5,0.020487721496482696,0.05631424815059023,5,0.1388349226699527
2025-10-30 04:00:00,4.957569035894587e-35,0.0,2.5,0.020487721496482696,0.05631424815059023,5,0.14025928754784744
2025-12-30 05:00:00,6.665712976750098e-36,0.0,3.0,0.022469216864684574,0.05060230804200771,6,0.14501132861620739
2026-01-30 05:00:00,2.0796011331126496e-37,0.0,3.0,0.022469216864684574,0.05060230804200771,6,0.13861009679025785
2026-02-27 05:00:00,1.835749775876989e-39,0.0,2.5,0.0180492275640144,0.055264995099407244,5,0.14330328382168472
2026-03-30 04:00:00,2.390282087934271e-38,0.0,2.5,0.0180492275640144,0.055264995099407244,5,0.14437762041774743
2026-04-29 04:00:00,2.8655440610399537e-48,0.0,2.0,0.013506220075902471,0.06272718813138155,4,0.11691473265606672
2026-05-29 04:00:00,5.43054427602663e-49,0.0,2.0,0.013506220075902471,0.06272718813138155,4,0.11523537037585752
2026-06-29 04:00:00,3.1540506163289507e-46,0.0,2.0,0.013506220075902471,0.06272718813138155,4,0.1313726791742988
